1 200 394 44 302 0.4202257168690261 0.03371383363471971
2 400 345 28 350 0.2181784695198805 0.018517501492130117
3 200 165 13 143 0.3963881708444993 0.030912799108307444
4 100 37 15 70 0.21142857142857144 0.08571428571428572
5 100 11 35 25 0.09649122807017543 0.30701754385964913
6 500 2111 254 1207 0.4178107670249963 0.04697971998792117
7 200 154 15 70 0.47934928229665075 0.04392344497607656
8 200 519 70 331 0.2413959636012404 0.11356819683798486
9 100 31 38 80 0.13304721030042918 0.1630901287553648
10 300 1677 142 892 0.4234100564934888 0.03699783784612428
11 100 34 54 58 0.1559633027522936 0.24770642201834864
12 300 196 76 296 0.2247899473391881 0.0865261411307619
13 400 315 65 226 0.23756443623692375 0.10490453357523921
14 500 439 90 599 0.2693463582617993 0.0814116665602234
15 400 100 166 509 0.08069890044736863 0.13564281706549497
16 600 1908 284 1879 0.2665595059055912 0.04460652836343276
17 400 445 193 859 0.15993886013931252 0.15591275819429545
18 400 570 86 512 0.2572443278149432 0.05804987172397543
19 600 788 162 1184 0.15644552913196205 0.060213146239404984
20 700 197 333 617 0.18489770176076856 0.14466800871098112
21 500 91 103 398 0.14823775543664452 0.08194459606642147
22 700 606 169 959 0.1470877471081871 0.052657868509074425
23 700 705 170 927 0.1695221516226619 0.06782610503063742
24 500 1722 286 2281 0.2182446324213856 0.10138055335110245
25 1200 2143 402 1490 0.22870682447136634 0.0968283205467092
26 700 357 134 754 0.17862100524214966 0.05472471441080952
27 1200 544 444 2199 0.07845629996342385 0.08778733589033899
28 1200 487 342 1491 0.08667848078673107 0.07010488450813186
29 1100 1164 510 2351 0.1541154819764539 0.08485504564286314
30 1200 598 641 1839 0.12320991733906977 0.14298574915745546
31 1100 372 549 2332 0.08859477945066373 0.103702189018122
32 1400 654 647 2426 0.12817723574563727 0.10176383657524012
33 1500 646 646 2278 0.1450417923379628 0.0953162803385217
34 1500 391 633 2238 0.11324516878933776 0.14420335985492405
35 2400 1077 1414 3801 0.130779975192324 0.10710283738715827
36 2600 1641 1810 5102 0.14514886888046485 0.13051797625294068
37 2200 1557 1146 3137 0.15852858736948053 0.11537301369803679
38 2900 1576 1509 4711 0.11901937336661235 0.11180405631603975
39 2100 1686 1337 4421 0.1394870720267646 0.11643136938255759
40 4300 2673 2619 8436 0.1120825361905056 0.1081464539104098
41 4000 2344 2081 8241 0.12175170384627501 0.11364258484647508
42 5700 2356 3393 8980 0.10086983417414253 0.13617983161856112
43 6300 4005 5342 13609 0.1128891290926343 0.13773482972022225
44 6000 2962 3679 11042 0.08923965314294459 0.10943021625395168
45 6700 3530 3975 10779 0.10229878185222696 0.12687448825697945
46 9000 4524 4997 16288 0.10970492255754145 0.11023694348025805
47 11300 4905 6960 18924 0.10108276892110991 0.1246061299423161
48 14200 7841 8728 25048 0.10496830514181935 0.12439200022066893
49 15300 8219 8852 28869 0.10728410633890896 0.11586824322874657
50 21700 11519 12868 38201 0.10955867817329071 0.12341214503275831
51 28800 16012 17743 51509 0.11527322784516647 0.1301415312134651
52 32200 18067 19517 55959 0.11016588221071558 0.12824820867806655
53 41100 24573 27513 80651 0.1134259593484796 0.13278751069187916
54 49600 30711 33265 92180 0.115795720614742 0.13586779600681967
55 60100 38973 44010 112751 0.11499167057624228 0.1403503234949132
56 78800 52624 57327 154745 0.11734923389378674 0.1378149862089163
57 84600 63235 67643 175389 0.11793859670122077 0.1436414725970461
58 97600 73732 80482 200646 0.1247039629509188 0.14429102321860415
59 108500 88900 94838 230363 0.12942993001531058 0.1508373724416824
60 131000 109058 114248 278063 0.13257204691333208 0.1520912058589897
61 134200 121516 119778 292790 0.13651719509056412 0.15056655663979146
62 146700 151914 141674 340834 0.14234412906306274 0.15199737252843323
63 162300 167754 156377 366321 0.1449593292252746 0.15622702914310876
64 164600 181995 160701 372042 0.1518806835127574 0.1565769872679809
65 167100 197800 167877 383047 0.15817373834140114 0.16026230375963865
66 164400 209295 167776 378016 0.16223947127828228 0.15861201700623495
67 155000 203501 156280 346506 0.17087042507322986 0.16275334401020203
68 148200 201622 147633 332029 0.17608863231781008 0.16638951840331595
69 135700 202759 142248 304178 0.18625330439218407 0.1669503158113218
70 126900 189240 124621 285076 0.18985032431175305 0.165051052818862
71 102200 145647 94332 207785 0.19149038483114947 0.17372380919708344
72 85300 121459 74937 139065 0.2042526445299819 0.1815569725315939
73 70600 87480 56881 88882 0.20814894373694484 0.19709657963446273
74 48500 50268 33547 46176 0.2178742675479355 0.19905901370510698
75 42500 30301 23643 24303 0.20727027741781318 0.2223203688891674
76 36400 27626 21097 19229 0.21313757540731657 0.21971251665236785
77 29400 21852 16452 14808 0.22710117902945404 0.2135276670409316
78 23100 12189 11030 7845 0.21631937194018167 0.235531452411106
79 17600 11578 9245 7272 0.23445032354109935 0.2240218155006552
80 19300 12495 9146 7680 0.23105192026089066 0.2211371965949584
81 14200 8037 6511 4838 0.23326705968704214 0.2387108177495844
82 12000 6980 5805 4260 0.24103453892921814 0.23112854594683915
83 8700 5031 4003 3396 0.2151735906983106 0.21097331430508337
84 7600 5205 2955 3036 0.24671548806246757 0.21095568828529074
85 9400 6700 4768 5203 0.23506657891310417 0.21306727556764632
86 7000 3345 2519 2671 0.20321902962232616 0.21387203787590955
87 7400 3699 3714 3347 0.21905952752233632 0.2224565838402827
88 6900 3207 1632 1743 0.21652942605227954 0.1824294572809832
89 3800 1453 905 1405 0.22190600987304956 0.18196377072433167
90 6500 2599 1244 1881 0.1977079483990023 0.1877935338405961
91 4300 2045 924 2340 0.17947623416021802 0.1949096470818504
92 6600 1802 1224 2222 0.17029424075419858 0.1846640913739851
93 4300 917 539 794 0.18673199082154798 0.16153870079807214
94 5400 2186 1866 2755 0.1840484442886946 0.16853924604739864
95 6300 3098 1988 3126 0.18368369953320546 0.16680372008905536
96 6300 1552 1600 3225 0.1550718458521607 0.13956931132089284
97 6900 1334 2156 3755 0.1398916997771598 0.16775666623898955
