0 72.0 122.0 4.0
1 715.0 1531.0 36.0
2 2884.0 7938.0 177.0
3 9863.0 17984.0 484.0
4 21978.0 28519.0 1327.0
5 42854.0 48990.0 2400.0
6 69381.0 78381.0 4829.0
7 77425.0 93119.0 7584.0
8 99403.0 93864.0 11758.0
9 115712.0 82439.0 16444.0
10 118903.0 95511.0 27293.0
11 113658.0 115964.0 33412.0
12 114143.0 151044.0 38991.0
13 111828.0 164390.0 42560.0
14 109715.0 161594.0 43348.0
15 109089.0 150057.0 49059.0
16 92087.0 132260.0 52398.0
17 83055.0 119536.0 42260.0
18 79980.0 102154.0 56313.0
19 78634.0 92451.0 61881.0
20 88256.0 94257.0 72009.0
21 92462.0 78793.0 91726.0
22 103565.0 80504.0 105451.0
23 114434.0 71494.0 123252.0
24 114688.0 59790.0 132595.0
25 120553.0 55413.0 157875.0
26 104823.0 51758.0 168001.0
27 96624.0 36524.0 179089.0
28 79304.0 37839.0 188682.0
29 75808.0 28178.0 195455.0
30 60244.0 30533.0 204418.0
31 48373.0 23388.0 204943.0
32 36913.0 21493.0 194312.0
33 27520.0 19002.0 212432.0
34 24084.0 15408.0 203355.0
35 15297.0 13942.0 213710.0
36 18743.0 12324.0 215092.0
37 18084.0 9108.0 209613.0
38 12492.0 9049.0 227569.0
39 25981.0 5473.0 218061.0
40 19389.0 5972.0 197712.0
41 24858.0 5488.0 207116.0
42 30274.0 4962.0 174371.0
43 30153.0 4508.0 154859.0
44 36017.0 2145.0 129529.0
45 24702.0 2157.0 143413.0
46 32793.0 1626.0 129698.0
47 19931.0 2733.0 94475.0
48 12247.0 1428.0 96731.0
49 9147.0 1524.0 81931.0
50 7783.0 1166.0 67434.0
51 4434.0 1629.0 55184.0
52 3187.0 315.0 41012.0
53 4772.0 545.0 34688.0
54 2322.0 2045.0 28811.0
55 2767.0 738.0 25235.0
56 1765.0 114.0 8176.0
57 1782.0 523.0 9205.0
58 2100.0 420.0 5319.0
59 1231.0 44.0 3202.0
60 2454.0 3.0 2201.0
61 1874.0 170.0 2425.0
62 253.0 0.0 1384.0
63 1411.0 0.0 1896.0
64 410.0 51.0 1261.0
65 1839.0 0.0 364.0
66 1131.0 0.0 1215.0
67 911.0 0.0 880.0
68 308.0 28.0 697.0
69 392.0 0.0 822.0
70 52.0 0.0 564.0
71 402.0 0.0 0.0
72 503.0 0.0 1006.0
73 948.0 0.0 0.0
74 0.0 0.0 0.0
75 0.0 0.0 1000.0
76 0.0 0.0 0.0
77 201.0 0.0 0.0
78 0.0 0.0 0.0
79 0.0 0.0 0.0
80 24.0 0.0 8.0
81 0.0 0.0 0.0
82 0.0 0.0 0.0
83 0.0 0.0 0.0
84 0.0 0.0 0.0
85 214.0 0.0 6.0
86 0.0 0.0 0.0
87 0.0 0.0 0.0
88 0.0 0.0 0.0
89 0.0 0.0 0.0
90 0.0 0.0 0.0
91 0.0 0.0 0.0
92 0.0 0.0 0.0
93 0.0 0.0 0.0
94 0.0 0.0 0.0
95 0.0 0.0 0.0
96 0.0 0.0 0.0
97 0.0 0.0 0.0
98 0.0 0.0 0.0
99 0.0 0.0 0.0
100 1.0 0.0 6.0
