0 12.0 0.0
1 384.0 0.0
2 1559.0 0.0
3 4234.0 18.0
4 9704.0 2.0
5 19547.0 24.0
6 34855.0 24.0
7 49700.0 71.0
8 63357.0 63.0
9 76785.0 178.0
10 77307.0 92.0
11 82642.0 260.0
12 93639.0 632.0
13 85827.0 590.0
14 98251.0 715.0
15 90370.0 983.0
16 91414.0 1499.0
17 89716.0 1783.0
18 80466.0 3106.0
19 73693.0 2862.0
20 86361.0 3708.0
21 79080.0 7169.0
22 83839.0 8500.0
23 71401.0 8717.0
24 73523.0 11410.0
25 80775.0 12392.0
26 75613.0 18961.0
27 85058.0 16585.0
28 67104.0 13192.0
29 68524.0 13957.0
30 83401.0 15215.0
31 81687.0 17869.0
32 90066.0 13730.0
33 80121.0 18586.0
34 91014.0 17297.0
35 102907.0 17880.0
36 114653.0 20032.0
37 102480.0 19156.0
38 104977.0 21260.0
39 105416.0 19795.0
40 107544.0 22668.0
41 76294.0 27117.0
42 81103.0 24089.0
43 64472.0 37412.0
44 54740.0 43737.0
45 55801.0 50969.0
46 52855.0 49704.0
47 55016.0 52680.0
48 50539.0 55568.0
49 56424.0 43147.0
50 59361.0 55144.0
51 52106.0 54242.0
52 44845.0 69166.0
53 45214.0 85402.0
54 30065.0 93648.0
55 33259.0 103480.0
56 35910.0 144728.0
57 30362.0 144299.0
58 34373.0 144519.0
59 22068.0 159027.0
60 36175.0 166388.0
61 36494.0 187943.0
62 30535.0 164930.0
63 34802.0 159986.0
64 28115.0 164617.0
65 29342.0 174501.0
66 36624.0 168595.0
67 24459.0 165831.0
68 38832.0 155934.0
69 36960.0 184144.0
70 55920.0 215162.0
71 33304.0 202696.0
72 25961.0 222809.0
73 39462.0 227219.0
74 23787.0 245412.0
75 25250.0 273089.0
76 22067.0 277966.0
77 16492.0 303640.0
78 11262.0 318541.0
79 7450.0 356220.0
80 9443.0 411929.0
81 4701.0 444009.0
82 4034.0 486600.0
83 4447.0 491889.0
84 3801.0 561426.0
85 4408.0 605788.0
86 1032.0 618502.0
87 1286.0 584305.0
88 67.0 706476.0
89 422.0 659279.0
90 815.0 576846.0
91 0.0 503375.0
92 618.0 318302.0
93 0.0 217113.0
94 0.0 140998.0
95 122.0 65405.0
96 0.0 33039.0
97 0.0 10432.0
98 0.0 840.0
99 0.0 0.0
100 18.0 293.0
