1 125 35 0.15943877551020408 0.044642857142857144
2 345 28 0.29090462602650735 0.024690001989506823
3 165 13 0.3963881708444993 0.030912799108307444
4 37 15 0.21142857142857144 0.08571428571428572
5 11 35 0.09649122807017543 0.30701754385964913
6 1352 236 0.2903038818698663 0.05917379404102281
7 356 224 0.3767252147965221 0.08842208159695426
8 519 70 0.2413959636012404 0.11356819683798486
9 31 38 0.13304721030042918 0.1630901287553648
10 942 110 0.3434484180735665 0.042798344070773715
11 34 54 0.1559633027522936 0.24770642201834864
12 196 76 0.2247899473391881 0.0865261411307619
13 284 28 0.27590936689297346 0.09112435833747311
14 416 69 0.2808577051088025 0.050793709413871485
15 100 166 0.08069890044736863 0.13564281706549497
16 329 54 0.25337502516255467 0.04646895170196766
17 249 70 0.1615618379905175 0.053840285483708256
18 123 36 0.23506289308176098 0.05768626028059991
19 782 160 0.1650931255243922 0.06470860567596522
20 178 94 0.29302740930248206 0.10217190468828288
21 37 2 0.5068493150684932 0.0273972602739726
22 544 102 0.2119675286422361 0.04456580109714505
23 633 133 0.24226737009305457 0.09338536114367997
24 317 90 0.2077626918367906 0.07832255333421456
25 995 128 0.313478745277377 0.10933101880373869
26 75 43 0.18206413622980822 0.08315429298957587
27 323 159 0.09233995070963612 0.07884240156683442
28 310 169 0.16140429994242564 0.08726766796779471
29 983 254 0.26032464107644226 0.08329423293101468
30 316 280 0.17086509022624824 0.12227842168849581
31 181 229 0.10692457973184082 0.09455001321898188
32 413 271 0.18247612767942925 0.10095297884966915
33 621 624 0.1602263389767647 0.10576227688306625
34 208 315 0.1058358175172917 0.13627407403369443
35 485 742 0.1323605440795023 0.1249575344876039
36 1077 1277 0.16828825191297558 0.14303572521731397
37 742 429 0.16191908547307293 0.10681570439430556
38 1005 984 0.11188094945968759 0.1307150990716241
39 966 706 0.12776263288097311 0.10404843235281588
40 1544 1277 0.12501873372485425 0.11456047626790405
41 808 1004 0.1256816506074595 0.13891662632038604
42 1567 1923 0.1187698812781683 0.13294643990054186
43 1603 2010 0.12413828218169255 0.12004030589237265
44 1526 1675 0.1024544053309276 0.11811469737608779
45 1680 1419 0.1228070184509553 0.11048475262606688
46 2019 2350 0.12203293334690365 0.1244002022197689
47 1654 2761 0.10761988338564595 0.13246839368103233
48 2488 2292 0.11350811722208455 0.12759667528444577
49 1941 2337 0.10877184779040092 0.12062603374297566
50 3357 3982 0.11095974129523403 0.13317868361767793
51 4404 4977 0.12152491968043015 0.13536745565181185
52 5517 6188 0.11192975655719004 0.13452530797389156
53 6365 7328 0.11251718720596686 0.1407610382799103
54 9380 9053 0.12342100864483312 0.13971816997835443
55 10550 12432 0.11309619027121555 0.14185902873223336
56 14370 16001 0.11511163727564547 0.14276191146246062
57 17954 19307 0.11916045542909219 0.14969797440526966
58 19763 20111 0.12102926646140706 0.13703911918407918
59 23542 24460 0.12833486527929136 0.15153211183993945
60 32387 33471 0.1277736101612871 0.149093941859737
61 34167 33888 0.14014826053494533 0.15518951922457433
62 43225 39078 0.14310732805511778 0.15451602755136737
63 50660 45521 0.142817439604017 0.15152294478910178
64 54431 48376 0.14513719699540364 0.1577468382066334
65 67526 57323 0.15321051403945432 0.15948622173571336
66 71464 55141 0.1553362037663216 0.15348043701625533
67 73316 54067 0.17151775886641948 0.1608652862587388
68 71093 51925 0.17585609981535583 0.16655437431638906
69 80625 51260 0.19302719486542227 0.1644545286060797
70 74486 44697 0.19750367382604478 0.16604511727152466
71 64556 39357 0.19978588049660906 0.17854372768334736
72 54035 29231 0.21540225979183253 0.18193434518009305
73 39804 23148 0.21777332665294055 0.20303570290772
74 19893 12941 0.21589006530726637 0.2061480688361953
75 16183 10471 0.21618202930111077 0.22374898729245604
76 14852 9541 0.2213612070447456 0.22569828452373603
77 9429 7991 0.2333025681966392 0.2233292352993691
78 4882 4535 0.21315879174965735 0.23310506338248888
79 4049 3468 0.23614723188280173 0.22620651522654647
80 4273 3759 0.22452194428444786 0.22692861952904642
81 3552 3418 0.22527921018260702 0.24184277522161599
82 2833 2378 0.23822837940067415 0.23720727702920644
83 3146 2285 0.22532944905294158 0.2105895991920263
84 3190 1445 0.27769970938989946 0.2124577513007086
85 2631 2285 0.22649481855260145 0.2124583269142763
86 2326 1522 0.19961832231881296 0.22286507100840214
87 1280 1313 0.20071195069035394 0.21281003492862646
88 1863 850 0.2152315931385815 0.17531591448018582
89 1016 653 0.21089817026427762 0.19203245330647534
90 1477 680 0.18162529220568782 0.1864610608430265
91 1440 658 0.19080012342280323 0.19187726972808336
92 1113 931 0.16311687087801668 0.19589615297641752
93 458 342 0.1751775420031328 0.16612527068090635
94 2038 1504 0.1830363882159502 0.15621308178627386
95 2791 1870 0.18897431567200026 0.1719756508912236
96 956 768 0.15324125520933998 0.13609331972343192
97 881 1150 0.13362839997157774 0.1515393261526097
98 1513 2083 0.14736124467498532 0.14031846112769555
99 982 3782 0.08751490140425658 0.23276616203623557
100 4148 7179 0.13785068993154134 0.18406173420731242
